,,,4.27200E-3,344.00001E-3,,,,,4.27200E-3,-472.000033E-3,
,,,4.27600E-3,344.00001E-3,,,,,4.27600E-3,-472.000033E-3,
,,,4.28000E-3,348.00002E-3,,,,,4.28000E-3,-472.000033E-3,
,,,4.28400E-3,348.00002E-3,,,,,4.28400E-3,-480.000019E-3,
,,,4.28800E-3,348.00002E-3,,,,,4.28800E-3,-480.000019E-3,
,,,4.29200E-3,348.00002E-3,,,,,4.29200E-3,-480.000019E-3,
,,,4.29600E-3,348.00002E-3,,,,,4.29600E-3,-480.000019E-3,
,,,4.30000E-3,348.00002E-3,,,,,4.30000E-3,-480.000019E-3,
,,,4.30400E-3,348.00002E-3,,,,,4.30400E-3,-488.000035E-3,
,,,4.30800E-3,348.00002E-3,,,,,4.30800E-3,-488.000035E-3,
,,,4.31200E-3,348.00002E-3,,,,,4.31200E-3,-488.000035E-3,
,,,4.31600E-3,348.00002E-3,,,,,4.31600E-3,-488.000035E-3,
,,,4.32000E-3,348.00002E-3,,,,,4.32000E-3,-496.000022E-3,
,,,4.32400E-3,348.00002E-3,,,,,4.32400E-3,-496.000022E-3,
,,,4.32800E-3,348.00002E-3,,,,,4.32800E-3,-496.000022E-3,
,,,4.33200E-3,348.00002E-3,,,,,4.33200E-3,-496.000022E-3,
,,,4.33600E-3,348.00002E-3,,,,,4.33600E-3,-496.000022E-3,
,,,4.34000E-3,348.00002E-3,,,,,4.34000E-3,-504.000008E-3,
,,,4.34400E-3,348.00002E-3,,,,,4.34400E-3,-504.000008E-3,
,,,4.34800E-3,348.00002E-3,,,,,4.34800E-3,-504.000008E-3,
,,,4.35200E-3,348.00002E-3,,,,,4.35200E-3,-504.000008E-3,
,,,4.35600E-3,348.00002E-3,,,,,4.35600E-3,-512.000024E-3,
,,,4.36000E-3,348.00002E-3,,,,,4.36000E-3,-512.000024E-3,
,,,4.36400E-3,348.00002E-3,,,,,4.36400E-3,-512.000024E-3,
,,,4.36800E-3,348.00002E-3,,,,,4.36800E-3,-512.000024E-3,
,,,4.37200E-3,352.00003E-3,,,,,4.37200E-3,-512.000024E-3,
,,,4.37600E-3,352.00003E-3,,,,,4.37600E-3,-520.000041E-3,
,,,4.38000E-3,352.00003E-3,,,,,4.38000E-3,-520.000041E-3,
,,,4.38400E-3,352.00003E-3,,,,,4.38400E-3,-520.000041E-3,
,,,4.38800E-3,352.00003E-3,,,,,4.38800E-3,-520.000041E-3,
,,,4.39200E-3,352.00003E-3,,,,,4.39200E-3,-520.000041E-3,
,,,4.39600E-3,352.00003E-3,,,,,4.39600E-3,-520.000041E-3,
,,,4.40000E-3,352.00003E-3,,,,,4.40000E-3,-527.999997E-3,
,,,4.40400E-3,352.00003E-3,,,,,4.40400E-3,-527.999997E-3,
,,,4.40800E-3,352.00003E-3,,,,,4.40800E-3,-527.999997E-3,
,,,4.41200E-3,352.00003E-3,,,,,4.41200E-3,-527.999997E-3,
,,,4.41600E-3,352.00003E-3,,,,,4.41600E-3,-527.999997E-3,
,,,4.42000E-3,352.00003E-3,,,,,4.42000E-3,-527.999997E-3,
,,,4.42400E-3,352.00003E-3,,,,,4.42400E-3,-536.000013E-3,
,,,4.42800E-3,352.00003E-3,,,,,4.42800E-3,-536.000013E-3,
,,,4.43200E-3,352.00003E-3,,,,,4.43200E-3,-536.000013E-3,
,,,4.43600E-3,352.00003E-3,,,,,4.43600E-3,-536.000013E-3,
,,,4.44000E-3,352.00003E-3,,,,,4.44000E-3,-536.000013E-3,
,,,4.44400E-3,352.00003E-3,,,,,4.44400E-3,-536.000013E-3,
,,,4.44800E-3,352.00003E-3,,,,,4.44800E-3,-536.000013E-3,
,,,4.45200E-3,352.00003E-3,,,,,4.45200E-3,-544.000030E-3,
,,,4.45600E-3,352.00003E-3,,,,,4.45600E-3,-544.000030E-3,
,,,4.46000E-3,352.00003E-3,,,,,4.46000E-3,-544.000030E-3,
,,,4.46400E-3,352.00003E-3,,,,,4.46400E-3,-544.000030E-3,
,,,4.46800E-3,352.00003E-3,,,,,4.46800E-3,-544.000030E-3,
,,,4.47200E-3,352.00003E-3,,,,,4.47200E-3,-544.000030E-3,
,,,4.47600E-3,352.00003E-3,,,,,4.47600E-3,-544.000030E-3,
,,,4.48000E-3,352.00003E-3,,,,,4.48000E-3,-544.000030E-3,
,,,4.48400E-3,352.00003E-3,,,,,4.48400E-3,-544.000030E-3,
,,,4.48800E-3,352.00003E-3,,,,,4.48800E-3,-544.000030E-3,
,,,4.49200E-3,352.00003E-3,,,,,4.49200E-3,-552.000046E-3,
,,,4.49600E-3,352.00003E-3,,,,,4.49600E-3,-552.000046E-3,
,,,4.50000E-3,352.00003E-3,,,,,4.50000E-3,-552.000046E-3,
,,,4.50400E-3,352.00003E-3,,,,,4.50400E-3,-552.000046E-3,
,,,4.50800E-3,352.00003E-3,,,,,4.50800E-3,-552.000046E-3,
,,,4.51200E-3,352.00003E-3,,,,,4.51200E-3,-552.000046E-3,
,,,4.51600E-3,352.00003E-3,,,,,4.51600E-3,-552.000046E-3,
,,,4.52000E-3,356.00001E-3,,,,,4.52000E-3,-552.000046E-3,
,,,4.52400E-3,352.00003E-3,,,,,4.52400E-3,-552.000046E-3,
,,,4.52800E-3,352.00003E-3,,,,,4.52800E-3,-552.000046E-3,
,,,4.53200E-3,356.00001E-3,,,,,4.53200E-3,-552.000046E-3,
,,,4.53600E-3,356.00001E-3,,,,,4.53600E-3,-552.000046E-3,
,,,4.54000E-3,352.00003E-3,,,,,4.54000E-3,-560.000002E-3,
,,,4.54400E-3,356.00001E-3,,,,,4.54400E-3,-560.000002E-3,
,,,4.54800E-3,356.00001E-3,,,,,4.54800E-3,-560.000002E-3,
,,,4.55200E-3,356.00001E-3,,,,,4.55200E-3,-560.000002E-3,
,,,4.55600E-3,356.00001E-3,,,,,4.55600E-3,-560.000002E-3,
,,,4.56000E-3,356.00001E-3,,,,,4.56000E-3,-560.000002E-3,
,,,4.56400E-3,356.00001E-3,,,,,4.56400E-3,-560.000002E-3,
,,,4.56800E-3,356.00001E-3,,,,,4.56800E-3,-560.000002E-3,
,,,4.57200E-3,356.00001E-3,,,,,4.57200E-3,-560.000002E-3,
,,,4.57600E-3,356.00001E-3,,,,,4.57600E-3,-560.000002E-3,
,,,4.58000E-3,356.00001E-3,,,,,4.58000E-3,-560.000002E-3,
,,,4.58400E-3,356.00001E-3,,,,,4.58400E-3,-560.000002E-3,
,,,4.58800E-3,356.00001E-3,,,,,4.58800E-3,-560.000002E-3,
,,,4.59200E-3,356.00001E-3,,,,,4.59200E-3,-560.000002E-3,
,,,4.59600E-3,356.00001E-3,,,,,4.59600E-3,-560.000002E-3,
,,,4.60000E-3,356.00001E-3,,,,,4.60000E-3,-560.000002E-3,
,,,4.60400E-3,356.00001E-3,,,,,4.60400E-3,-560.000002E-3,
,,,4.60800E-3,356.00001E-3,,,,,4.60800E-3,-560.000002E-3,
,,,4.61200E-3,356.00001E-3,,,,,4.61200E-3,-560.000002E-3,
,,,4.61600E-3,356.00001E-3,,,,,4.61600E-3,-560.000002E-3,
,,,4.62000E-3,356.00001E-3,,,,,4.62000E-3,-560.000002E-3,
,,,4.62400E-3,356.00001E-3,,,,,4.62400E-3,-560.000002E-3,
,,,4.62800E-3,356.00001E-3,,,,,4.62800E-3,-560.000002E-3,
,,,4.63200E-3,356.00001E-3,,,,,4.63200E-3,-560.000002E-3,
,,,4.63600E-3,356.00001E-3,,,,,4.63600E-3,-560.000002E-3,
,,,4.64000E-3,356.00001E-3,,,,,4.64000E-3,-560.000002E-3,
,,,4.64400E-3,356.00001E-3,,,,,4.64400E-3,-560.000002E-3,
,,,4.64800E-3,356.00001E-3,,,,,4.64800E-3,-560.000002E-3,
,,,4.65200E-3,356.00001E-3,,,,,4.65200E-3,-560.000002E-3,
,,,4.65600E-3,356.00001E-3,,,,,4.65600E-3,-560.000002E-3,
,,,4.66000E-3,356.00001E-3,,,,,4.66000E-3,-552.000046E-3,
,,,4.66400E-3,352.00003E-3,,,,,4.66400E-3,-552.000046E-3,
,,,4.66800E-3,352.00003E-3,,,,,4.66800E-3,-552.000046E-3,
,,,4.67200E-3,352.00003E-3,,,,,4.67200E-3,-552.000046E-3,
,,,4.67600E-3,352.00003E-3,,,,,4.67600E-3,-552.000046E-3,
,,,4.68000E-3,352.00003E-3,,,,,4.68000E-3,-552.000046E-3,
,,,4.68400E-3,352.00003E-3,,,,,4.68400E-3,-552.000046E-3,
,,,4.68800E-3,356.00001E-3,,,,,4.68800E-3,-552.000046E-3,
,,,4.69200E-3,352.00003E-3,,,,,4.69200E-3,-552.000046E-3,
,,,4.69600E-3,352.00003E-3,,,,,4.69600E-3,-552.000046E-3,
,,,4.70000E-3,352.00003E-3,,,,,4.70000E-3,-552.000046E-3,
,,,4.70400E-3,352.00003E-3,,,,,4.70400E-3,-552.000046E-3,
,,,4.70800E-3,352.00003E-3,,,,,4.70800E-3,-552.000046E-3,
,,,4.71200E-3,352.00003E-3,,,,,4.71200E-3,-552.000046E-3,
,,,4.71600E-3,352.00003E-3,,,,,4.71600E-3,-544.000030E-3,
,,,4.72000E-3,352.00003E-3,,,,,4.72000E-3,-544.000030E-3,
,,,4.72400E-3,352.00003E-3,,,,,4.72400E-3,-544.000030E-3,
,,,4.72800E-3,352.00003E-3,,,,,4.72800E-3,-544.000030E-3,
,,,4.73200E-3,352.00003E-3,,,,,4.73200E-3,-544.000030E-3,
,,,4.73600E-3,352.00003E-3,,,,,4.73600E-3,-544.000030E-3,
,,,4.74000E-3,352.00003E-3,,,,,4.74000E-3,-544.000030E-3,
,,,4.74400E-3,352.00003E-3,,,,,4.74400E-3,-544.000030E-3,
,,,4.74800E-3,352.00003E-3,,,,,4.74800E-3,-544.000030E-3,
,,,4.75200E-3,352.00003E-3,,,,,4.75200E-3,-544.000030E-3,
,,,4.75600E-3,352.00003E-3,,,,,4.75600E-3,-536.000013E-3,
,,,4.76000E-3,352.00003E-3,,,,,4.76000E-3,-536.000013E-3,
,,,4.76400E-3,352.00003E-3,,,,,4.76400E-3,-536.000013E-3,
,,,4.76800E-3,352.00003E-3,,,,,4.76800E-3,-536.000013E-3,
,,,4.77200E-3,352.00003E-3,,,,,4.77200E-3,-536.000013E-3,
,,,4.77600E-3,352.00003E-3,,,,,4.77600E-3,-536.000013E-3,
,,,4.78000E-3,352.00003E-3,,,,,4.78000E-3,-527.999997E-3,
,,,4.78400E-3,352.00003E-3,,,,,4.78400E-3,-527.999997E-3,
,,,4.78800E-3,352.00003E-3,,,,,4.78800E-3,-527.999997E-3,
,,,4.79200E-3,352.00003E-3,,,,,4.79200E-3,-527.999997E-3,
,,,4.79600E-3,352.00003E-3,,,,,4.79600E-3,-527.999997E-3,
,,,4.80000E-3,352.00003E-3,,,,,4.80000E-3,-527.999997E-3,
,,,4.80400E-3,352.00003E-3,,,,,4.80400E-3,-520.000041E-3,
,,,4.80800E-3,352.00003E-3,,,,,4.80800E-3,-520.000041E-3,
,,,4.81200E-3,352.00003E-3,,,,,4.81200E-3,-520.000041E-3,
,,,4.81600E-3,352.00003E-3,,,,,4.81600E-3,-520.000041E-3,
,,,4.82000E-3,348.00002E-3,,,,,4.82000E-3,-520.000041E-3,
,,,4.82400E-3,348.00002E-3,,,,,4.82400E-3,-520.000041E-3,
,,,4.82800E-3,348.00002E-3,,,,,4.82800E-3,-512.000024E-3,
,,,4.83200E-3,348.00002E-3,,,,,4.83200E-3,-512.000024E-3,
,,,4.83600E-3,348.00002E-3,,,,,4.83600E-3,-512.000024E-3,
,,,4.84000E-3,348.00002E-3,,,,,4.84000E-3,-512.000024E-3,
,,,4.84400E-3,348.00002E-3,,,,,4.84400E-3,-504.000008E-3,
,,,4.84800E-3,348.00002E-3,,,,,4.84800E-3,-504.000008E-3,
,,,4.85200E-3,348.00002E-3,,,,,4.85200E-3,-504.000008E-3,
,,,4.85600E-3,348.00002E-3,,,,,4.85600E-3,-504.000008E-3,
,,,4.86000E-3,348.00002E-3,,,,,4.86000E-3,-496.000022E-3,
,,,4.86400E-3,348.00002E-3,,,,,4.86400E-3,-496.000022E-3,
,,,4.86800E-3,348.00002E-3,,,,,4.86800E-3,-496.000022E-3,
,,,4.87200E-3,348.00002E-3,,,,,4.87200E-3,-496.000022E-3,
,,,4.87600E-3,348.00002E-3,,,,,4.87600E-3,-496.000022E-3,
,,,4.88000E-3,348.00002E-3,,,,,4.88000E-3,-496.000022E-3,
,,,4.88400E-3,348.00002E-3,,,,,4.88400E-3,-488.000035E-3,
,,,4.88800E-3,348.00002E-3,,,,,4.88800E-3,-488.000035E-3,
,,,4.89200E-3,348.00002E-3,,,,,4.89200E-3,-488.000035E-3,
,,,4.89600E-3,348.00002E-3,,,,,4.89600E-3,-488.000035E-3,
,,,4.90000E-3,348.00002E-3,,,,,4.90000E-3,-488.000035E-3,
,,,4.90400E-3,348.00002E-3,,,,,4.90400E-3,-480.000019E-3,
,,,4.90800E-3,348.00002E-3,,,,,4.90800E-3,-480.000019E-3,
,,,4.91200E-3,348.00002E-3,,,,,4.91200E-3,-480.000019E-3,
,,,4.91600E-3,344.00001E-3,,,,,4.91600E-3,-480.000019E-3,
,,,4.92000E-3,348.00002E-3,,,,,4.92000E-3,-472.000033E-3,
,,,4.92400E-3,344.00001E-3,,,,,4.92400E-3,-472.000033E-3,
,,,4.92800E-3,344.00001E-3,,,,,4.92800E-3,-472.000033E-3,
,,,4.93200E-3,344.00001E-3,,,,,4.93200E-3,-472.000033E-3,
,,,4.93600E-3,344.00001E-3,,,,,4.93600E-3,-472.000033E-3,
,,,4.94000E-3,344.00001E-3,,,,,4.94000E-3,-464.000016E-3,
,,,4.94400E-3,344.00001E-3,,,,,4.94400E-3,-464.000016E-3,
,,,4.94800E-3,344.00001E-3,,,,,4.94800E-3,-464.000016E-3,
,,,4.95200E-3,344.00001E-3,,,,,4.95200E-3,-464.000016E-3,
,,,4.95600E-3,344.00001E-3,,,,,4.95600E-3,-456.000030E-3,
,,,4.96000E-3,344.00001E-3,,,,,4.96000E-3,-456.000030E-3,
,,,4.96400E-3,344.00001E-3,,,,,4.96400E-3,-456.000030E-3,
,,,4.96800E-3,344.00001E-3,,,,,4.96800E-3,-448.000014E-3,
,,,4.97200E-3,344.00001E-3,,,,,4.97200E-3,-448.000014E-3,
,,,4.97600E-3,344.00001E-3,,,,,4.97600E-3,-448.000014E-3,
,,,4.98000E-3,344.00001E-3,,,,,4.98000E-3,-448.000014E-3,
,,,4.98400E-3,344.00001E-3,,,,,4.98400E-3,-440.000027E-3,
,,,4.98800E-3,340.00000E-3,,,,,4.98800E-3,-440.000027E-3,
,,,4.99200E-3,340.00000E-3,,,,,4.99200E-3,-440.000027E-3,
,,,4.99600E-3,340.00000E-3,,,,,4.99600E-3,-440.000027E-3,
